playerID,retroID,kscore,totalgames,totalhits,totalwins,totalER,totalinnings,totalERA,Strikeouts
hawkila01,hawkl001,5.6240655800,190,187,8,68,175,3.4971,124
hawksbl01,hawkb001,2.9365669100,94,158,6,74,142,4.6901,104
heilmaa01,heila001,4.4123948100,102,121,9,63,107,5.2991,88
hellije01,hellj001,3.8507341300,102,526,39,237,576,3.7031,409
hendeji01,hendj001,10.0057253800,97,70,6,30,89,3.0337,120
hendrma01,hendm001,3.1487707800,60,112,2,51,85,5.4000,60
henslcl01,hensc002,5.8852799200,165,166,13,83,191,3.9110,165
hernada01,hernd002,7.8066514100,249,219,20,114,278,3.6906,313
hernafe02,hernf002,7.8113759000,131,806,52,301,918,2.9510,893
hernali01,hernl003,3.2530141700,106,499,22,221,452,4.4004,261
herndda01,hernd003,3.4259856400,97,131,2,50,115,3.9130,76
herreda01,herrd001,5.7056219900,54,44,1,15,31,4.3548,19
herreke01,herrk001,6.3832535400,137,129,9,50,144,3.1250,151
herrmfr01,herrf001,4.7529782100,95,131,4,57,119,4.3109,72
hochelu01,hochl001,6.2964997300,139,545,30,291,555,4.7189,430
hollade01,holld003,6.7194330500,108,628,41,285,643,3.9891,550
hollagr01,hollg001,11.7248237600,196,158,14,57,210,2.4429,291
hoovejj01,hoovj002,5.4440749100,97,64,6,28,96,2.6250,98
horstje01,horsj001,4.7437011300,72,74,2,27,72,3.3750,70
howeljp01,howej003,7.4040932300,168,111,7,52,142,3.2958,122
hudsoti01,hudst001,4.6522201300,116,666,57,279,753,3.3347,494
hughedu01,hughd001,5.3479819900,72,78,2,38,68,5.0294,45
hugheja02,hughj001,4.2217250700,107,111,4,46,118,3.5085,83
hugheph01,hughp001,4.6052249500,110,612,43,303,586,4.6536,479
humbeph01,humbp001,5.7230544300,79,361,16,199,340,5.2676,253
hunteto02,huntt002,6.0353071900,144,458,30,205,430,4.2907,258
igarary01,igarr001,6.8417479200,83,81,5,52,72,6.5000,72
isrinja01,isrij001,6.9414880400,103,80,6,42,91,4.1538,75
iwakuhi01,iwakh001,9.2461884900,63,296,23,109,344,2.8517,286
jacksed01,jacke001,6.3518211500,126,809,40,370,770,4.3247,632
janseke01,jansk001,12.3901020900,216,123,12,52,220,2.1273,347
janssca01,jansc001,6.0853179300,229,204,16,75,238,2.8361,233
jenksbo01,jenkb001,8.0356087700,74,76,3,37,67,4.9701,78
jennida01,jennd003,4.0908062800,69,57,3,21,59,3.2034,46
jepseke01,jepsk001,4.5833669900,178,155,7,70,150,4.2000,141
jimenub01,jimeu001,7.9303826500,128,703,51,342,767,4.0130,731
johnsji04,johnj010,4.1246952100,240,239,12,79,255,2.7882,177
johnsjo09,johnj009,6.4250715400,84,479,24,195,515,3.4078,490
jonesna01,jonen001,5.1146927300,135,136,12,55,149,3.3221,154
jurrjja01,jurrj001,4.3828746900,56,343,23,151,323,4.2074,201
kazmisc01,kazms001,7.8654627300,58,325,19,175,308,5.1136,255
kellesh01,kells001,6.2711507600,136,123,9,53,121,3.9421,152
kellyjo05,kellj001,6.7480223400,61,236,15,79,230,3.0913,154
kendrky01,kendk001,3.9259554900,134,670,40,300,634,4.2587,369
kenneia01,kenni001,6.9711763400,129,745,52,345,803,3.8667,716
kershcl01,kersc001,9.4468922000,131,668,64,237,899,2.3726,921
kimbrcr01,kimbc001,14.7335417700,231,123,15,35,225,1.4000,381
kintzbr01,kintb001,5.3329220600,101,108,7,42,113,3.3451,96
kirkmmi01,kirkm001,6.5907753700,82,95,2,58,100,5.2200,100
kohnmi01,kohnm001,9.0536595800,101,73,3,37,85,3.9176,81
kontoge01,kontg001,5.6282123500,103,98,4,41,104,3.5481,97
kuoho01,kuo-h001,7.7415120000,96,53,4,35,86,3.6628,109
kurodhi01,kuroh001,6.4364247600,128,772,51,298,818,3.2787,637
lackejo01,lackj001,4.1512940100,90,615,36,293,563,4.6838,425
laffeaa01,laffa001,5.4945343200,103,247,9,112,219,4.6027,115
lannajo01,lannj001,3.2626104300,78,488,25,209,433,4.3441,232
latosma01,latom001,6.5958512400,127,694,51,290,797,3.2748,746
leagubr01,leagb001,3.4546994200,267,257,18,106,264,3.6136,183
leakemi01,leakm001,5.2525914900,114,711,42,300,675,4.0000,447
leblawa01,leblw001,3.9661981300,82,384,16,171,347,4.4352,237
lecursa01,lecus001,8.1806156300,169,203,9,94,242,3.4959,237
leecl02,lee-c003,7.0896813800,121,792,49,282,875,2.9006,852
lerouch01,leroc001,5.2190399100,58,69,1,35,61,5.1639,61
lestejo01,lestj001,6.0339723600,129,758,58,348,816,3.8382,750
lewisco01,lewic001,7.3880319600,80,460,32,221,504,3.9464,458
lidgebr01,lidgb001,8.5356097800,86,60,1,28,73,3.4521,85
lillyte01,lillt001,7.4562643000,76,400,27,193,455,3.8176,373
linceti01,linct001,6.5905106700,131,737,49,350,810,3.8889,834
lincobr01,lincb001,6.1707418400,97,228,9,114,217,4.7281,167
lindbjo01,lindj004,4.5614778600,109,117,5,56,130,3.8769,119
lindsma01,lindm001,4.3144614300,243,229,7,79,213,3.3380,165
linebsc01,lines001,6.5632189900,116,117,7,50,111,4.0541,94
liriafr01,lirif001,5.9741006700,117,586,45,300,641,4.2122,643
loeka01,loe-k001,3.9107587800,215,237,15,102,223,4.1166,177
loganbo02,logab001,8.6561088600,256,158,19,66,174,3.4138,202
lohseky01,lohsk001,6.6513215900,113,695,45,279,688,3.6497,433
lopezja02,lopej002,6.2715151700,286,159,16,49,184,2.3967,143
lopezro01,loper001,4.2596219500,63,351,13,163,302,4.8576,172
lopezwi01,lopew001,5.2369672900,280,287,16,94,277,3.0542,208
loupaa01,loupa001,3.4569772100,97,92,4,28,99,2.5455,74
lowede01,lowed001,4.7226135000,114,612,35,285,535,4.7944,336
lowema01,lowem002,4.6759157700,113,110,4,54,108,4.5000,89
luebkco01,luebc001,11.1654219700,55,150,10,68,187,3.2727,195
luetglu01,luetl001,4.0249206000,98,79,3,38,77,4.4416,65
lylesjo01,lylej001,4.1856888800,72,431,14,224,376,5.3617,259
lynnla01,lynnl001,8.2692756500,86,382,34,175,411,3.8321,418
lyonbr01,lyonb003,5.7377855800,198,194,15,84,184,4.1087,146
macdomi01,macdm001,5.0782880900,93,86,4,33,80,3.7125,59
machije01,machj002,6.4587595400,59,53,3,19,58,2.9483,55
madsory01,madsr001,8.8022159000,117,96,10,31,112,2.4911,126
maholpa01,mahop002,5.0817237500,116,735,38,323,688,4.2253,444
marcush01,marcs001,5.4513068700,99,557,34,255,597,3.8442,492
marmoca01,marmc001,10.8323652000,265,174,9,100,254,3.5433,368
marquja01,marqj001,4.3592293500,78,487,27,235,433,4.8845,270
marshse01,marss002,9.0699898300,247,183,18,60,219,2.4658,253
martevi01,martv002,4.6133963000,74,93,6,54,70,6.9429,57
marticr01,martc005,6.2169332400,120,169,6,77,177,3.9153,145
masseni01,massn001,5.6890153600,157,140,7,58,146,3.5753,147
masteju01,mastj001,5.6726884800,134,776,43,358,794,4.0579,652
matsuda01,matsd001,6.3256318500,51,259,16,163,273,5.3736,233
matthry01,mattr001,3.3098311200,138,135,7,56,133,3.7895,75
mazzavi01,mazzv001,3.5784084300,106,289,19,135,266,4.5677,161
mccarbr01,mccab001,2.6605265400,65,444,22,171,416,3.6995,272
mccleky01,mcclk001,5.3345956000,134,224,13,104,243,3.8519,150
mccutda01,mccud001,4.0779324300,102,171,7,83,151,4.9470,85
mcdonja03,mcdoj004,6.2809714600,82,422,27,211,441,4.3061,386
mcgeeja01,mcgej001,10.0603604200,185,117,15,55,150,3.3000,181
meekev01,meeke001,4.4559869100,106,94,6,36,111,2.9189,95
melanma01,melam001,5.0335969700,206,189,13,75,211,3.1991,199
mendolu01,mendl001,3.0414251400,58,303,12,146,277,4.7437,166
mijarjo01,mijaj001,6.9661366900,243,204,4,76,185,3.6973,169
mileywa01,milew001,5.0373972100,73,442,30,172,436,3.5505,316
millean01,milla002,7.2439998700,116,181,11,95,166,5.1506,177
milletr02,millt002,6.9096768700,105,55,0,25,54,4.1667,34
millwke01,millk004,4.2416592100,68,449,14,208,404,4.6337,275
milonto01,milot001,5.7869275600,64,395,26,162,371,3.9299,278
minormi01,minom001,6.1278423800,86,474,32,220,505,3.9208,446
moorema02,moorm003,8.0259504800,61,286,29,133,336,3.5625,333
moralfr01,moraf001,4.4179144900,142,156,6,84,174,4.3448,166
morribr01,morrb002,8.2155356600,60,59,5,26,70,3.3429,43
morrobr01,morrb001,8.0262286600,87,459,33,242,503,4.3300,531
mortecl01,mortc003,6.1807363600,67,125,4,61,136,4.0368,99
mortoch02,mortc002,4.1531503700,75,473,21,208,415,4.5108,279
moscogu01,moscg001,4.0450261800,60,191,13,101,207,4.3913,154
motagu01,motag001,4.9987359000,134,144,3,72,154,4.2078,139
motteja01,mottj001,9.4672600600,201,139,13,52,192,2.4375,203
moylape01,moylp001,4.7978666800,120,91,10,36,91,3.5604,70
mujiced01,mujie001,7.0324831900,261,239,13,95,274,3.1204,228
myersbr01,myerb001,5.4260690000,141,532,24,228,523,3.9235,393
narvech01,narvc001,5.0608532400,71,343,24,180,337,4.8071,268
nathajo01,nathj001,6.9134084700,181,129,11,54,172,2.8256,194
neshepa01,neshp001,5.6202248800,105,76,5,34,92,3.3261,74
nicasju01,nicaj001,5.4234740100,55,313,15,157,285,4.9579,231
niemaje01,niemj001,5.5779351600,61,320,25,159,346,4.1358,270
niesejo01,niesj001,7.2592940800,111,702,41,289,663,3.9231,546
noesihe01,noesh001,5.5754471300,64,212,4,117,189,5.5714,134
nolasri01,nolar001,4.8491978900,124,822,49,363,751,4.3502,585
norbejo01,norbj001,10.0258608400,78,61,4,35,77,4.0909,65
norribu01,norrb001,9.0796228800,119,689,32,331,682,4.3680,646
novaiv01,novai001,7.0201149800,89,536,38,232,516,4.0465,393
odayda01,odayd001,5.8807951800,225,156,18,56,206,2.4466,191
oflaher01,oflae001,9.4908958000,217,155,11,36,192,1.6875,160
ogandal01,ogana001,6.0385158900,156,316,26,132,380,3.1263,303
ohlenro01,ohler001,4.1972485000,59,284,10,148,254,5.2441,190
ohmanwi01,ohmaw001,8.7162407700,159,116,1,59,121,4.3884,110
okajihi01,okajh001,4.0763991000,68,73,5,28,58,4.3448,40
oliveda02,olivd001,6.4126629000,237,190,12,64,216,2.6667,201
ondrulo01,ondrl001,4.7400209400,241,208,18,92,228,3.6316,172
oswalro01,oswar001,4.5351542300,82,443,26,191,439,3.9157,379
ottavad01,ottaa001,7.9907326000,109,186,6,84,178,4.2472,171
outmajo01,outmj001,10.4912501500,101,165,7,87,152,5.1513,128
owingmi01,owinm001,6.0535391100,61,92,11,48,105,4.1143,86
padilvi01,padiv001,7.8938954000,81,145,10,72,153,4.2353,144
papeljo01,papej001,13.0405023500,259,222,19,89,261,3.0690,312
parkch01,parkc002,5.5602845700,53,65,4,33,63,4.7143,52
parkebl01,parkb001,13.6628638500,56,49,1,18,52,3.1154,61
parkeja02,parkj001,5.2488361200,62,348,25,157,378,3.7381,275
parnebo01,parnb001,7.3727977000,224,204,14,66,210,2.8286,202
parrama01,parrm001,7.3139775000,161,237,7,118,224,4.7411,246
paterjo01,patej001,4.1510347100,70,45,0,23,38,5.4474,30
pattotr01,pattt001,3.8018005100,131,128,5,48,140,3.0857,114
pauleda01,pauld001,5.3435028000,82,180,9,79,179,3.9721,101
paulife01,paulf001,6.6976532400,65,272,8,128,266,4.3308,255
pavanca01,pavac001,4.6288293000,76,569,28,240,504,4.2857,252
peavyja01,peavj001,4.7031847600,91,536,37,265,578,4.1263,503
pelfrmi01,pelfm001,4.9305765700,100,641,27,278,568,4.4049,332
penato03,penat003,4.8734803900,69,133,6,71,120,5.3250,73
pennybr01,pennb002,3.3449890600,62,327,14,146,263,4.9962,119
peraljo01,peraj002,8.8675097400,266,170,9,87,253,3.0949,268
perezch01,perec002,8.2487369200,242,191,11,83,233,3.2060,213
perezlu01,perel001,7.3186045200,78,116,5,56,110,4.5818,99
perezol01,pereo002,6.7589229400,111,131,4,64,127,4.5354,135
perezra01,perer002,5.7025100700,149,136,12,46,130,3.1846,73
perkigl01,perkg001,7.1910863500,209,184,10,67,214,2.8178,234
perryry01,perrr001,5.5276094000,103,106,6,56,106,4.7547,72
pestavi01,pestv001,10.4035985700,179,135,5,54,172,2.8256,205
pettian01,petta001,6.6942460900,63,386,27,148,388,3.4330,298
phelpda01,pheld001,4.6265921200,55,169,10,85,185,4.1351,175
porceri01,porcr001,3.0295657300,121,809,47,360,696,4.6552,437
priceda01,pricd001,6.0368075100,124,713,61,279,828,3.0326,762
purceda01,purcd001,6.1771853000,90,78,3,41,90,4.1000,77
putzjj01,putzj001,9.2015305900,217,153,13,57,200,2.5650,229
quallch01,qualc001,4.4814760700,273,278,16,126,245,4.6286,168
quintjo01,quinj001,5.8705095000,58,330,15,135,336,3.6161,245
ramirra02,ramir003,5.2624440200,199,173,7,80,204,3.5294,164
ramosaj01,ramoa001,8.9845164300,79,66,3,32,88,3.2727,99
ramosce01,ramoc001,6.1118935300,138,139,3,68,148,4.1351,122
rauchjo01,raucj001,7.0886532300,200,185,12,85,181,4.2265,139
raych01,ray-c001,3.1100617000,92,81,8,40,86,4.1860,53
reedad01,reeda001,5.3927318900,136,123,8,62,132,4.2273,138
resopch01,resoc001,6.1723698500,178,191,7,87,181,4.3260,164
reyesde01,reyed001,4.9808737000,63,36,3,18,39,4.1538,26
reynoma02,reynm002,6.3831542600,195,148,5,61,152,3.6118,141
rhodear01,rhoda001,7.8836150100,120,72,7,31,87,3.2069,71
richacl01,richc002,2.9265531300,96,603,35,265,570,4.1842,337
richaga01,richg002,5.1807952700,84,244,11,113,228,4.4605,157
riverma01,rivem002,7.1444548400,198,150,11,42,192,1.9688,167
roberda08,robed002,12.7831088600,269,202,15,67,253,2.3834,329
rodnefe01,rodnf001,8.1949057800,255,192,14,78,239,2.9372,237
rodrife02,rodrf004,8.4321388000,118,119,4,65,122,4.7951,135
rodrifr03,rodrf003,6.2072360700,252,219,15,84,245,3.0857,272
rodrihe03,rodrh002,4.1628137300,145,118,5,69,143,4.3427,146
rodrist02,rodrp001,8.9313865800,87,33,3,15,60,2.2500,69
rodriwa01,rodrw002,6.8303889300,108,628,40,263,651,3.6359,529
roenijo01,roenj001,3.7742235100,161,180,8,81,185,3.9405,129
rogeres01,rogee002,6.6133105500,157,439,16,228,367,5.5913,308
romerjc01,romej001,3.9588179000,112,79,2,38,71,4.8169,53
romerri01,romer002,4.8087061300,100,574,38,285,620,4.1371,481
romose01,romos001,9.2300371700,267,165,17,51,224,2.0491,261
rosentr01,roset001,12.7382205800,93,77,2,29,97,2.6907,133
rossro01,rossr002,8.7944040400,123,118,10,37,126,2.6429,105
rossty01,rosst001,7.8512698300,88,268,9,132,272,4.3676,221
runzlda01,runzd001,9.6410232300,78,59,4,30,59,4.5763,67
russeja02,russj003,5.5591474900,272,244,10,104,236,3.9661,177
rzepcma01,rzepm001,5.2395888800,193,195,7,91,200,4.0950,180
sabatcc01,sabac001,6.3122807500,127,847,69,350,883,3.5674,799
